time, dqAnkle, qAnkle, dqHip, qHip, ActivationTA, ActivationGAS, ActivationIP, ActivationGM, AnkleTorque, HipTorque, FloorAngle, FloorVel, StiffnessAnkle, StiffnessHip, COM X, Head Z, Total Ankle Torque, Total Hip Torque
0, 0.0015266, -0.11, -0.0040254, 0.18, 0.43152, 0.33322, -0.12469, 0.12469, 9.8573, 7.7211, 0, 0, 17.9762, -39.2207, 0.060907, 1.6249, 27.8335, -31.4996
0.01, 0.010302, -0.10994, -0.028113, 0.17984, 0.43565, 0.3106, -0.46711, 0.46711, 7.5979, 28.2818, 0, 0, 17.8795, -38.5671, 0.060891, 1.6249, 25.4775, -10.2853
0.02, 0.013032, -0.10983, -0.036348, 0.17954, 0.42423, 0.29886, -0.48462, 0.48462, 7.0781, 29.3415, 0, 0, 17.8473, -38.3965, 0.060861, 1.6249, 24.9254, -9.055
0.03, 0.014117, -0.10969, -0.042261, 0.17913, 0.41092, 0.29166, -0.48521, 0.48521, 7.0547, 29.3946, 0, 0, 17.8007, -38.0922, 0.060826, 1.6249, 24.8554, -8.6976
0.04, 0.010537, -0.10955, -0.030985, 0.17871, 0.39791, 0.28481, -0.48524, 0.48524, 7.0606, 29.389, 0, 0, 17.7966, -38.1505, 0.060795, 1.625, 24.8572, -8.7616
0.05, 0.0082898, -0.10947, -0.024972, 0.17846, 0.38529, 0.27817, -0.48525, 0.48525, 7.0744, 29.3681, 0, 0, 17.8296, -38.4323, 0.060776, 1.625, 24.904, -9.0642
0.06, 0.0075704, -0.1094, -0.023675, 0.17824, 0.37304, 0.27173, -0.48526, 0.48526, 7.0754, 29.3699, 0, 0, 17.8208, -38.3887, 0.060763, 1.625, 24.8962, -9.0188
0.07, 0.0049231, -0.10933, -0.014062, 0.17803, 0.36116, 0.26547, -0.48527, 0.48527, 7.079, 29.3638, 0, 0, 17.8224, -38.4597, 0.060749, 1.625, 24.9014, -9.0959
0.08, 0.0027269, -0.10928, -0.00658, 0.1779, 0.34962, 0.2594, -0.48528, 0.48528, 7.0802, 29.361, 0, 0, 17.8183, -38.494, 0.060733, 1.625, 24.8985, -9.133
0.09, 0.0042022, -0.10924, -0.009443, 0.17783, 0.33842, 0.25351, -0.48529, 0.48529, 7.0828, 29.354, 0, 0, 17.8222, -38.5929, 0.060716, 1.625, 24.905, -9.2389
0.1, -0.0024916, -0.10924, 0.0081132, 0.17782, 0.32755, 0.24779, -0.4853, 0.4853, 7.0944, 29.3344, 0, 0, 17.8691, -38.8852, 0.060713, 1.625, 24.9634, -9.5507
0.11, -0.0023818, -0.10925, 0.0084252, 0.17787, 0.317, 0.24224, -0.48531, 0.48531, 7.0949, 29.3312, 0, 0, 17.8758, -38.9459, 0.060715, 1.625, 24.9708, -9.6147
0.12, 4.73e-05, -0.10927, 0.0025418, 0.17794, 0.30676, 0.23686, -0.48532, 0.48532, 7.0881, 29.3436, 0, 0, 17.8508, -38.7808, 0.060713, 1.625, 24.9389, -9.4372
0.13, -0.00061997, -0.10927, 0.0054347, 0.17799, 0.29682, 0.23163, -0.48533, 0.48533, 7.0911, 29.3346, 0, 0, 17.866, -38.924, 0.060706, 1.625, 24.9571, -9.5893
0.14, -9.9595e-05, -0.10927, 0.0049762, 0.17804, 0.28717, 0.22655, -0.48533, 0.48533, 7.0894, 29.3366, 0, 0, 17.8602, -38.908, 0.060694, 1.625, 24.9496, -9.5713
0.15, 0.00032891, -0.10927, 0.0046971, 0.17807, 0.27781, 0.22163, -0.48534, 0.48534, 7.0853, 29.3446, 0, 0, 17.8412, -38.8025, 0.06068, 1.625, 24.9265, -9.4579
0.16, 0.0029967, -0.10924, -0.0044167, 0.17805, 0.26813, 0.21801, -0.48428, 0.48428, 7.2151, 29.2914, 0, 0, 17.8213, -38.6445, 0.060662, 1.625, 25.0364, -9.3531
0.17, 0.0080993, -0.10917, -0.021029, 0.17787, 0.25905, 0.21396, -0.48341, 0.48341, 7.274, 29.2574, 0, 0, 17.7792, -38.3607, 0.060636, 1.625, 25.0532, -9.1033
0.18, 0.0049787, -0.1091, -0.011968, 0.17769, 0.24917, 0.21212, -0.48276, 0.48276, 7.5777, 29.2176, 0, 0, 17.7719, -38.3463, 0.060613, 1.625, 25.3496, -9.1286
0.19, 0.0053415, -0.10905, -0.00924, 0.17758, 0.24103, 0.2076, -0.48186, 0.48186, 7.5599, 29.1499, 0, 0, 17.7833, -38.5404, 0.060589, 1.6251, 25.3432, -9.3905
0.2, 0.0060996, -0.10898, -0.012773, 0.17744, 0.23342, 0.20254, -0.48177, 0.48177, 7.4608, 29.1582, 0, 0, 17.7482, -38.3215, 0.060558, 1.6251, 25.209, -9.1633
0.21, 0.0049552, -0.10892, -0.0097492, 0.17731, 0.22522, 0.19917, -0.48159, 0.48159, 7.5502, 29.1376, 0, 0, 17.7611, -38.4445, 0.060534, 1.6251, 25.3113, -9.3069
0.22, 0.0027603, -0.10889, -0.0042966, 0.17727, 0.21804, 0.1944, -0.48083, 0.48083, 7.4657, 29.0784, 0, 0, 17.7846, -38.638, 0.060515, 1.6251, 25.2503, -9.5595
0.23, 0.0033526, -0.10885, -0.0052319, 0.17721, 0.21166, 0.18864, -0.48026, 0.48026, 7.2457, 29.0537, 0, 0, 17.7595, -38.4992, 0.060497, 1.6251, 25.0052, -9.4455
0.24, 0.00067104, -0.10883, 0.00080226, 0.17717, 0.20537, 0.1832, -0.47967, 0.47967, 7.0575, 29.0125, 0, 0, 17.7746, -38.5811, 0.060483, 1.6251, 24.8322, -9.5687
0.25, 0.0016103, -0.10883, -0.00080326, 0.1772, 0.1978, 0.18073, -0.48062, 0.48062, 7.1922, 29.0698, 0, 0, 17.7704, -38.5741, 0.060476, 1.6251, 24.9626, -9.5044
0.26, 0.0050452, -0.1088, -0.0086573, 0.17716, 0.19139, 0.17654, -0.4806, 0.4806, 7.118, 29.0673, 0, 0, 17.7624, -38.5894, 0.060458, 1.6251, 24.8803, -9.5221
0.27, 0.0061952, -0.10875, -0.014056, 0.17707, 0.18513, 0.17255, -0.48045, 0.48045, 7.0511, 29.0761, 0, 0, 17.7247, -38.3207, 0.060432, 1.6251, 24.7759, -9.2446
0.28, 0.0032496, -0.1087, -0.0055308, 0.17696, 0.17956, 0.16771, -0.48021, 0.48021, 6.8813, 29.0559, 0, 0, 17.7299, -38.3928, 0.06041, 1.6251, 24.6112, -9.3369
0.29, 0.009976, -0.10863, -0.024369, 0.1768, 0.17384, 0.16362, -0.48003, 0.48003, 6.7786, 29.0627, 0, 0, 17.6812, -38.1081, 0.060383, 1.6251, 24.4597, -9.0454
0.3, 0.0092703, -0.10853, -0.023689, 0.17656, 0.16804, 0.16011, -0.47989, 0.47989, 6.7362, 29.062, 0, 0, 17.6588, -37.9707, 0.060351, 1.6251, 24.395, -8.9088
0.31, 0.010644, -0.10842, -0.028091, 0.17627, 0.16139, 0.15865, -0.48001, 0.48001, 6.9185, 29.0766, 0, 0, 17.6302, -37.8234, 0.060316, 1.6251, 24.5486, -8.7468
0.32, 0.015052, -0.10828, -0.042008, 0.1759, 0.15468, 0.15775, -0.47963, 0.47963, 7.1527, 29.0675, 0, 0, 17.5882, -37.5785, 0.060276, 1.6252, 24.7409, -8.511
0.33, 0.018998, -0.10811, -0.050552, 0.17541, 0.14911, 0.15507, -0.4793, 0.4793, 7.1705, 29.0675, 0, 0, 17.5196, -37.2235, 0.060226, 1.6252, 24.6901, -8.156
0.34, 0.013795, -0.10795, -0.034733, 0.175, 0.14543, 0.14917, -0.47839, 0.47839, 6.8189, 28.9961, 0, 0, 17.5296, -37.4193, 0.060175, 1.6252, 24.3484, -8.4233
0.35, 0.0058784, -0.10784, -0.013056, 0.17474, 0.13977, 0.14743, -0.47806, 0.47806, 6.9379, 28.9524, 0, 0, 17.5659, -37.7419, 0.060137, 1.6253, 24.5038, -8.7894
0.36, 0.0046283, -0.10778, -0.0087459, 0.17461, 0.13463, 0.14506, -0.47808, 0.47808, 6.9702, 28.9483, 0, 0, 17.5699, -37.8056, 0.060114, 1.6253, 24.5401, -8.8573
0.37, 0.0035436, -0.10775, -0.0056831, 0.17456, 0.13028, 0.14156, -0.47813, 0.47813, 6.8622, 28.9447, 0, 0, 17.5753, -37.8892, 0.060093, 1.6253, 24.4375, -8.9445
0.38, 0.0045504, -0.10773, -0.0066951, 0.17455, 0.12546, 0.13926, -0.47781, 0.47781, 6.8849, 28.9194, 0, 0, 17.5801, -37.9818, 0.060075, 1.6253, 24.465, -9.0624
0.39, 0.0057621, -0.10766, -0.00972, 0.17444, 0.12028, 0.13801, -0.47832, 0.47832, 7.0152, 28.959, 0, 0, 17.5512, -37.8351, 0.060043, 1.6253, 24.5665, -8.8761
0.4, 0.0012361, -0.10764, 0.0026159, 0.17443, 0.11613, 0.13511, -0.47829, 0.47829, 6.9538, 28.9457, 0, 0, 17.5725, -37.9983, 0.06002, 1.6253, 24.5264, -9.0526
0.41, -0.00053914, -0.10765, 0.0048448, 0.17451, 0.11274, 0.13108, -0.47745, 0.47745, 6.7539, 28.8874, 0, 0, 17.5956, -38.1328, 0.060012, 1.6253, 24.3495, -9.2454
0.42, -0.0089435, -0.10767, 0.030277, 0.17461, 0.10773, 0.13046, -0.47743, 0.47743, 6.9404, 28.8614, 0, 0, 17.6473, -38.5092, 0.060008, 1.6253, 24.5877, -9.6478
0.43, -0.0098404, -0.10778, 0.033689, 0.17496, 0.10347, 0.1287, -0.47729, 0.47729, 6.9862, 28.8367, 0, 0, 17.6916, -38.7941, 0.060023, 1.6252, 24.6777, -9.9575
0.44, -0.013581, -0.10789, 0.047591, 0.17536, 0.099622, 0.12647, -0.47648, 0.47648, 6.9709, 28.7667, 0, 0, 17.739, -39.1565, 0.060036, 1.6252, 24.7099, -10.3898
0.45, -0.0072249, -0.10801, 0.029911, 0.17577, 0.095027, 0.12597, -0.47622, 0.47622, 7.1388, 28.7672, 0, 0, 17.7183, -38.9699, 0.060043, 1.6252, 24.8572, -10.2027
0.46, -0.0076355, -0.10808, 0.03149, 0.17606, 0.090885, 0.12491, -0.47558, 0.47558, 7.2378, 28.7322, 0, 0, 17.7192, -38.9591, 0.060039, 1.6252, 24.9569, -10.2268
0.47, -0.0068103, -0.10814, 0.030653, 0.17636, 0.086586, 0.12447, -0.47479, 0.47479, 7.4004, 28.6849, 0, 0, 17.7213, -38.9937, 0.060031, 1.6252, 25.1217, -10.3088
0.48, -0.0022525, -0.10819, 0.018495, 0.17661, 0.083286, 0.12248, -0.47308, 0.47308, 7.3755, 28.5892, 0, 0, 17.7115, -38.9281, 0.060017, 1.6251, 25.087, -10.3389
0.49, 0.0013136, -0.10819, 0.007374, 0.17673, 0.080771, 0.11917, -0.47208, 0.47208, 7.1923, 28.5498, 0, 0, 17.667, -38.6332, 0.059987, 1.6251, 24.8593, -10.0835
0.5, 0.0020489, -0.10818, 0.0058156, 0.1768, 0.0778, 0.11687, -0.47193, 0.47193, 7.1246, 28.5462, 0, 0, 17.6518, -38.5592, 0.059955, 1.6251, 24.7764, -10.013
0.51, 0.0017013, -0.10816, 0.010377, 0.1769, 0.074512, 0.11535, -0.47203, 0.47203, 7.1438, 28.5447, 0, 0, 17.6544, -38.6905, 0.059918, 1.6251, 24.7982, -10.1458
0.52, 0.00091078, -0.10816, 0.012412, 0.17703, 0.072063, 0.11245, -0.4718, 0.4718, 6.9995, 28.5245, 0, 0, 17.665, -38.8011, 0.059879, 1.6251, 24.6645, -10.2766
0.53, 0.0032198, -0.10813, 0.0036155, 0.1771, 0.069756, 0.1095, -0.47146, 0.47146, 6.8417, 28.5126, 0, 0, 17.6468, -38.6787, 0.059837, 1.6251, 24.4885, -10.1661
0.54, 0.0033338, -0.1081, 0.0010434, 0.17713, 0.066843, 0.10793, -0.47076, 0.47076, 6.8378, 28.4762, 0, 0, 17.6368, -38.5987, 0.0598, 1.6251, 24.4747, -10.1225
0.55, 0.0036103, -0.10806, 0.00028742, 0.17712, 0.064077, 0.10628, -0.47113, 0.47113, 6.8199, 28.5012, 0, 0, 17.6249, -38.5577, 0.059764, 1.6251, 24.4448, -10.0565
0.56, 0.0096117, -0.10801, -0.019701, 0.17708, 0.060769, 0.10587, -0.47205, 0.47205, 6.9376, 28.5709, 0, 0, 17.5927, -38.3401, 0.059729, 1.6251, 24.5303, -9.7692
0.57, 0.012447, -0.10789, -0.026267, 0.17681, 0.058624, 0.10345, -0.47227, 0.47227, 6.8185, 28.6031, 0, 0, 17.5358, -38.0175, 0.059676, 1.6251, 24.3543, -9.4144
0.58, 0.0063779, -0.10778, -0.0080733, 0.17661, 0.057022, 0.10031, -0.47333, 0.47333, 6.6147, 28.6513, 0, 0, 17.5523, -38.2284, 0.059627, 1.6252, 24.1671, -9.5771
0.59, 0.012603, -0.10769, -0.025346, 0.17644, 0.056345, 0.09563, -0.47347, 0.47347, 6.2226, 28.6785, 0, 0, 17.4979, -37.9273, 0.059578, 1.6252, 23.7204, -9.2489
0.6, 0.015858, -0.10755, -0.034915, 0.17615, 0.054215, 0.093904, -0.47404, 0.47404, 6.167, 28.7238, 0, 0, 17.4568, -37.7211, 0.059519, 1.6252, 23.6239, -8.9973
0.61, 0.012271, -0.10742, -0.025817, 0.17587, 0.051923, 0.092567, -0.47436, 0.47436, 6.1577, 28.7313, 0, 0, 17.4654, -37.8602, 0.059461, 1.6252, 23.6231, -9.1288
0.62, 0.0077634, -0.1073, -0.013896, 0.17562, 0.050519, 0.089712, -0.47451, 0.47451, 5.9697, 28.7267, 0, 0, 17.4804, -38.0356, 0.059411, 1.6252, 23.4502, -9.3089
0.63, 0.0070245, -0.10722, -0.011545, 0.17547, 0.048448, 0.088262, -0.47469, 0.47469, 5.9372, 28.7394, 0, 0, 17.4642, -37.9856, 0.05937, 1.6252, 23.4014, -9.2463
0.64, 0.0041287, -0.10716, -0.0017448, 0.17539, 0.046091, 0.087466, -0.47451, 0.47451, 5.9784, 28.7198, 0, 0, 17.4707, -38.11, 0.059333, 1.6252, 23.4492, -9.3902
0.65, 0.0020819, -0.10711, 0.0016708, 0.17533, 0.044046, 0.086216, -0.47449, 0.47449, 5.9638, 28.7143, 0, 0, 17.4774, -38.1688, 0.059299, 1.6253, 23.4412, -9.4544
0.66, -0.0017177, -0.10712, 0.012735, 0.17544, 0.043754, 0.081798, -0.47379, 0.47379, 5.5826, 28.6484, 0, 0, 17.5264, -38.5327, 0.059282, 1.6252, 23.109, -9.8843
0.67, 0.001795, -0.10712, 0.0013872, 0.17552, 0.042002, 0.080309, -0.47408, 0.47408, 5.5287, 28.6875, 0, 0, 17.4852, -38.2188, 0.059264, 1.6252, 23.0139, -9.5314
0.68, 0.0017512, -0.10711, -0.0014608, 0.17555, 0.039318, 0.080726, -0.4744, 0.4744, 5.6945, 28.7012, 0, 0, 17.5001, -38.3024, 0.059249, 1.6252, 23.1946, -9.6012
0.69, 0.002965, -0.10707, -0.0046014, 0.17547, 0.036498, 0.081526, -0.47501, 0.47501, 5.8985, 28.752, 0, 0, 17.4659, -38.0852, 0.05923, 1.6252, 23.3644, -9.3332
0.7, 0.00085459, -0.10703, -0.0013088, 0.17539, 0.034677, 0.080558, -0.47488, 0.47488, 5.8982, 28.7442, 0, 0, 17.4683, -38.0748, 0.059213, 1.6253, 23.3666, -9.3306
0.71, -0.0016221, -0.10704, 0.0068035, 0.17542, 0.03209, 0.081179, -0.47505, 0.47505, 6.0787, 28.7385, 0, 0, 17.5013, -38.3148, 0.059213, 1.6252, 23.58, -9.5762
0.72, -0.0058468, -0.10708, 0.020623, 0.17556, 0.029808, 0.081421, -0.4739, 0.4739, 6.2112, 28.6457, 0, 0, 17.5501, -38.6879, 0.059215, 1.6252, 23.7613, -10.0421
0.73, -0.0064918, -0.10714, 0.019578, 0.17576, 0.028816, 0.079296, -0.47348, 0.47348, 6.0658, 28.628, 0, 0, 17.5478, -38.6047, 0.059222, 1.6252, 23.6135, -9.9767
