time, dqAnkle, qAnkle, dqHip, qHip, ActivationTA, ActivationGAS, ActivationIP, ActivationGM, AnkleTorque, HipTorque, FloorAngle, FloorVel, StiffnessAnkle, StiffnessHip, COM X, Head Z, Total Ankle Torque, Total Hip Torque
0, 0.0043093, -0.11, -0.012293, 0.18, 0.43123, 0.26268, -0.056604, 0.056604, 3.5186, 3.6411, 0, 0, 17.9762, -39.2207, 0.060907, 1.6249, 21.4947, -35.5796
0.01, 0.014774, -0.10992, -0.040974, 0.17977, 0.40807, 0.29649, -0.46574, 0.46574, 7.6266, 28.2115, 0, 0, 17.8486, -38.3737, 0.060882, 1.6249, 25.4752, -10.1622
0.02, 0.012868, -0.10977, -0.037189, 0.17935, 0.39763, 0.28487, -0.48461, 0.48461, 7.0774, 29.3485, 0, 0, 17.8271, -38.2646, 0.060845, 1.6249, 24.9045, -8.9162
0.03, 0.0073571, -0.10969, -0.020417, 0.17912, 0.3851, 0.27808, -0.48523, 0.48523, 7.0744, 29.3604, 0, 0, 17.8654, -38.6066, 0.060822, 1.6249, 24.9398, -9.2462
0.04, 0.010579, -0.10959, -0.031522, 0.17884, 0.37286, 0.27163, -0.48526, 0.48526, 7.07, 29.3737, 0, 0, 17.8348, -38.4057, 0.060801, 1.625, 24.9048, -9.032
0.05, 0.014004, -0.10948, -0.041252, 0.17852, 0.36097, 0.26538, -0.48527, 0.48527, 7.0676, 29.3826, 0, 0, 17.8064, -38.2464, 0.060778, 1.625, 24.874, -8.8638
0.06, 0.0092357, -0.10936, -0.02716, 0.17815, 0.34944, 0.25931, -0.48528, 0.48528, 7.0726, 29.3749, 0, 0, 17.8025, -38.3212, 0.060748, 1.625, 24.8752, -8.9464
0.07, 0.0064458, -0.10928, -0.018818, 0.17791, 0.33825, 0.25342, -0.48529, 0.48529, 7.0736, 29.3771, 0, 0, 17.7918, -38.2679, 0.06073, 1.625, 24.8654, -8.8908
0.08, 0.0095076, -0.10919, -0.029464, 0.17763, 0.32738, 0.24771, -0.4853, 0.4853, 7.0709, 29.3875, 0, 0, 17.7647, -38.0914, 0.060711, 1.625, 24.8356, -8.704
0.09, 0.0090192, -0.10908, -0.027637, 0.17731, 0.31684, 0.24216, -0.48531, 0.48531, 7.0715, 29.3892, 0, 0, 17.7481, -38.0352, 0.060689, 1.6251, 24.8196, -8.646
0.1, 0.00726, -0.10901, -0.023585, 0.17708, 0.3066, 0.23677, -0.48532, 0.48532, 7.0735, 29.3895, 0, 0, 17.7433, -38.0091, 0.060677, 1.6251, 24.8168, -8.6196
0.11, 0.00080128, -0.10895, -0.0020318, 0.17691, 0.29667, 0.23155, -0.48533, 0.48533, 7.086, 29.3595, 0, 0, 17.7879, -38.4311, 0.060666, 1.6251, 24.8739, -9.0716
