time, dqAnkle, qAnkle, dqHip, qHip, ActivationTA, ActivationGAS, ActivationIP, ActivationGM, AnkleTorque, HipTorque, FloorAngle, FloorVel, StiffnessAnkle, StiffnessHip, COM X, Head Z, Total Ankle Torque, Total Hip Torque
0, 0.0026414, -0.11, -0.0074224, 0.18, 0.38348, 0.3164, -0.15579, 0.15579, 10.618, 9.5847, 0, 0, 17.9762, -39.2207, 0.060907, 1.6249, 28.5942, -29.636
0.01, 0.0078505, -0.10995, -0.021732, 0.17986, 0.39165, 0.28695, -0.46868, 0.46868, 7.563, 28.3597, 0, 0, 17.9133, -38.8113, 0.060893, 1.6249, 25.4762, -10.4516
0.02, 0.012104, -0.10986, -0.032619, 0.17963, 0.38134, 0.27627, -0.48472, 0.48472, 7.0813, 29.3382, 0, 0, 17.8663, -38.5478, 0.060867, 1.6249, 24.9477, -9.2096
0.03, 0.0079917, -0.10976, -0.021897, 0.17934, 0.36927, 0.26975, -0.48525, 0.48525, 7.0715, 29.3639, 0, 0, 17.8675, -38.597, 0.060838, 1.6249, 24.939, -9.233
0.04, 0.0049361, -0.1097, -0.012183, 0.17919, 0.3575, 0.26355, -0.48528, 0.48528, 7.0798, 29.3485, 0, 0, 17.8897, -38.8252, 0.060818, 1.6249, 24.9695, -9.4766
0.05, 0.01235, -0.10961, -0.034872, 0.17895, 0.34607, 0.25754, -0.48529, 0.48529, 7.0658, 29.3812, 0, 0, 17.8204, -38.3297, 0.060793, 1.625, 24.8862, -8.9485
0.06, 0.018218, -0.10946, -0.052232, 0.17853, 0.33497, 0.2517, -0.4853, 0.4853, 7.0552, 29.4072, 0, 0, 17.7513, -37.9087, 0.060755, 1.625, 24.8065, -8.5014
0.07, 0.018794, -0.10929, -0.055792, 0.17801, 0.3242, 0.24603, -0.4853, 0.4853, 7.0564, 29.4134, 0, 0, 17.7227, -37.7624, 0.060714, 1.625, 24.7791, -8.349
0.08, 0.012069, -0.10912, -0.037798, 0.1775, 0.31375, 0.24053, -0.48531, 0.48531, 7.0652, 29.4033, 0, 0, 17.7276, -37.8549, 0.060678, 1.6251, 24.7928, -8.4516
0.09, 0.012012, -0.10899, -0.036598, 0.17711, 0.30361, 0.2352, -0.48532, 0.48532, 7.0678, 29.4008, 0, 0, 17.7155, -37.851, 0.060654, 1.6251, 24.7834, -8.4503
0.1, 0.012351, -0.10888, -0.037725, 0.17679, 0.29376, 0.23002, -0.48533, 0.48533, 7.0689, 29.4015, 0, 0, 17.7004, -37.8067, 0.060631, 1.6251, 24.7693, -8.4052
0.11, 0.0075631, -0.10878, -0.025551, 0.17645, 0.28421, 0.22499, -0.48534, 0.48534, 7.0749, 29.3944, 0, 0, 17.7076, -37.8759, 0.060611, 1.6251, 24.7825, -8.4814
0.12, 0.0073217, -0.1087, -0.024869, 0.17618, 0.27493, 0.22011, -0.48534, 0.48534, 7.0792, 29.3876, 0, 0, 17.7129, -37.9481, 0.060599, 1.6251, 24.7921, -8.5604
