time, dqAnkle, qAnkle, dqHip, qHip, ActivationTA, ActivationGAS, ActivationIP, ActivationGM, AnkleTorque, HipTorque, FloorAngle, FloorVel, StiffnessAnkle, StiffnessHip, COM X, Head Z, Total Ankle Torque, Total Hip Torque
0, 0.0034466, -0.11, -0.0088701, 0.18, 0.30249, 0.23714, -0.074371, 0.074371, 7.3147, 4.7057, 0, 0, 17.9762, -39.2207, 0.060907, 1.6249, 25.2908, -34.515
0.01, 0.0097916, -0.10994, -0.026006, 0.17983, 0.29942, 0.2388, -0.46739, 0.46739, 7.5929, 28.2915, 0, 0, 17.89, -38.6724, 0.060888, 1.6249, 25.4829, -10.3809
0.02, 0.0043569, -0.10986, -0.01068, 0.17961, 0.29197, 0.22925, -0.4848, 0.4848, 7.0965, 29.3145, 0, 0, 17.9227, -38.9523, 0.060864, 1.6249, 25.0192, -9.6377
0.03, 0.0064757, -0.10981, -0.016635, 0.17951, 0.28254, 0.22412, -0.48532, 0.48532, 7.0746, 29.3612, 0, 0, 17.8861, -38.7195, 0.060848, 1.6249, 24.9607, -9.3583
0.04, 0.0030764, -0.10978, -0.0065179, 0.17943, 0.27331, 0.21926, -0.48534, 0.48534, 7.0849, 29.3381, 0, 0, 17.9301, -39.0667, 0.060835, 1.6249, 25.015, -9.7287
0.05, -0.006079, -0.1098, 0.018008, 0.17949, 0.26436, 0.21455, -0.48535, 0.48535, 7.0921, 29.3229, 0, 0, 17.9687, -39.3002, 0.060838, 1.6249, 25.0608, -9.9773
0.06, -0.0060841, -0.10986, 0.017346, 0.17967, 0.25567, 0.20998, -0.48536, 0.48536, 7.0978, 29.3079, 0, 0, 18.0103, -39.5464, 0.060855, 1.6249, 25.1082, -10.2385
0.07, -0.0089726, -0.10993, 0.026107, 0.17987, 0.24723, 0.20554, -0.48537, 0.48537, 7.0999, 29.2986, 0, 0, 18.0351, -39.7124, 0.06087, 1.6249, 25.135, -10.4138
0.08, -0.0094939, -0.11001, 0.027089, 0.18011, 0.23905, 0.20123, -0.48537, 0.48537, 7.1002, 29.2947, 0, 0, 18.0544, -39.8035, 0.06089, 1.6249, 25.1547, -10.5088
0.09, -0.0044007, -0.11009, 0.0097141, 0.18032, 0.2311, 0.19705, -0.48538, 0.48538, 7.0905, 29.3212, 0, 0, 18.0198, -39.45, 0.060914, 1.6249, 25.1103, -10.1288
0.1, -0.00018183, -0.11012, -0.0030156, 0.18036, 0.22339, 0.193, -0.48538, 0.48538, 7.0852, 29.3362, 0, 0, 17.9973, -39.2417, 0.060928, 1.6249, 25.0825, -9.9055
