time, dqAnkle, qAnkle, dqHip, qHip, ActivationTA, ActivationGAS, ActivationIP, ActivationGM, AnkleTorque, HipTorque, FloorAngle, FloorVel, StiffnessAnkle, StiffnessHip, COM X, Head Z, Total Ankle Torque, Total Hip Torque
0, 0.0029625, -0.11, -0.0078578, 0.18, 0.091999, 0.24301, -0.19183, 0.19183, 17.8101, 11.7438, 0, 0, 17.9762, -39.2207, 0.060907, 1.6249, 35.7863, -27.4769
0.01, 0.0032038, -0.10996, -0.0082836, 0.1799, 0.13933, 0.15317, -0.47199, 0.47199, 7.4746, 28.5488, 0, 0, 17.935, -38.9553, 0.060896, 1.6249, 25.4096, -10.4065
0.02, 0.0044358, -0.10993, -0.011871, 0.17982, 0.13605, 0.14716, -0.4851, 0.4851, 7.0894, 29.3331, 0, 0, 17.9343, -38.9724, 0.060886, 1.6249, 25.0236, -9.6392
0.03, -0.00033581, -0.10992, 0.0020954, 0.1798, 0.13118, 0.14449, -0.48545, 0.48545, 7.0848, 29.3326, 0, 0, 17.9759, -39.279, 0.060882, 1.6249, 25.0607, -9.9464
0.04, -0.006237, -0.10994, 0.020816, 0.17988, 0.12641, 0.14198, -0.48546, 0.48546, 7.0873, 29.3173, 0, 0, 18.0025, -39.5232, 0.06088, 1.6249, 25.0897, -10.2058
0.05, -0.0035969, -0.11, 0.013667, 0.18008, 0.12178, 0.13954, -0.48546, 0.48546, 7.0874, 29.3149, 0, 0, 18.0159, -39.5854, 0.060886, 1.6249, 25.1033, -10.2704
0.06, 0.0030348, -0.11001, -0.0077643, 0.18012, 0.11728, 0.13717, -0.48547, 0.48547, 7.0804, 29.3448, 0, 0, 17.9612, -39.1596, 0.060883, 1.6249, 25.0417, -9.8148
0.07, 0.0044368, -0.10998, -0.013594, 0.18005, 0.11292, 0.13488, -0.48547, 0.48547, 7.0791, 29.3534, 0, 0, 17.9452, -39.0287, 0.060875, 1.6249, 25.0243, -9.6753
0.08, -0.00035992, -0.10995, -0.0009483, 0.17996, 0.10869, 0.13265, -0.48547, 0.48547, 7.0823, 29.3417, 0, 0, 17.9688, -39.1899, 0.060872, 1.6249, 25.0511, -9.8482
0.09, 0.003022, -0.10995, -0.0099286, 0.17994, 0.10458, 0.13049, -0.48548, 0.48548, 7.0821, 29.3423, 0, 0, 17.9674, -39.183, 0.060875, 1.6249, 25.0494, -9.8407
0.1, 0.0043103, -0.10991, -0.015641, 0.17981, 0.10059, 0.12839, -0.48548, 0.48548, 7.0792, 29.3596, 0, 0, 17.9347, -38.9177, 0.06087, 1.6249, 25.0139, -9.5581
0.11, 0.0045211, -0.10988, -0.01602, 0.17969, 0.096718, 0.12636, -0.48548, 0.48548, 7.0786, 29.3631, 0, 0, 17.9246, -38.8546, 0.06087, 1.6249, 25.0033, -9.4915
0.12, 0.0068405, -0.10983, -0.02476, 0.1795, 0.092961, 0.12438, -0.48549, 0.48549, 7.0771, 29.3732, 0, 0, 17.9008, -38.6862, 0.060867, 1.6249, 24.978, -9.3129
0.13, 0.0077686, -0.10977, -0.025644, 0.17928, 0.089314, 0.12246, -0.48549, 0.48549, 7.0759, 29.3801, 0, 0, 17.8776, -38.5621, 0.060862, 1.6249, 24.9535, -9.1819
0.14, 0.0073249, -0.1097, -0.026384, 0.17906, 0.085775, 0.1206, -0.48549, 0.48549, 7.0764, 29.3823, 0, 0, 17.8707, -38.5064, 0.060855, 1.6249, 24.9472, -9.1242
0.15, 0.0069082, -0.10962, -0.0239, 0.17877, 0.08234, 0.11879, -0.48549, 0.48549, 7.0771, 29.3808, 0, 0, 17.862, -38.4945, 0.060845, 1.625, 24.9391, -9.1136
0.16, 0.0054516, -0.10954, -0.020014, 0.17849, 0.078778, 0.11748, -0.48487, 0.48487, 7.1279, 29.345, 0, 0, 17.8478, -38.4363, 0.060834, 1.625, 24.9757, -9.0912
0.17, -0.0014103, -0.10949, -0.0010701, 0.17831, 0.075697, 0.11549, -0.48474, 0.48474, 7.0994, 29.3155, 0, 0, 17.8916, -38.7331, 0.060836, 1.625, 24.991, -9.4176
0.18, -0.0021898, -0.10951, 0.002339, 0.1783, 0.072944, 0.1131, -0.48488, 0.48488, 7.017, 29.3103, 0, 0, 17.9177, -38.9292, 0.060852, 1.625, 24.9347, -9.6189
0.19, -0.0019712, -0.10952, 0.00078226, 0.17829, 0.071335, 0.10877, -0.48459, 0.48459, 6.7011, 29.3045, 0, 0, 17.8972, -38.7587, 0.060864, 1.625, 24.5983, -9.4542
0.2, -0.0018747, -0.10952, 0.00038211, 0.17826, 0.068401, 0.10721, -0.48531, 0.48531, 6.6999, 29.3453, 0, 0, 17.9031, -38.7874, 0.060875, 1.625, 24.603, -9.4421
0.21, 0.0019171, -0.10953, -0.012189, 0.17823, 0.064452, 0.10775, -0.48538, 0.48538, 6.934, 29.3608, 0, 0, 17.8879, -38.6198, 0.060892, 1.625, 24.8219, -9.259
0.22, 0.0031169, -0.10952, -0.015424, 0.17813, 0.060852, 0.10783, -0.48537, 0.48537, 7.1117, 29.3617, 0, 0, 17.8842, -38.5901, 0.060905, 1.625, 24.9958, -9.2284
0.23, -5.5473e-05, -0.1095, -0.0047703, 0.17801, 0.057746, 0.10718, -0.4856, 0.4856, 7.2003, 29.3715, 0, 0, 17.8847, -38.6287, 0.060913, 1.625, 25.085, -9.2572
0.24, -0.00068366, -0.10952, -0.0026859, 0.17804, 0.055273, 0.10551, -0.48555, 0.48555, 7.1689, 29.3575, 0, 0, 17.9117, -38.7939, 0.060932, 1.625, 25.0806, -9.4364
0.25, -0.00091485, -0.10955, -0.0034451, 0.17806, 0.051536, 0.10644, -0.48556, 0.48556, 7.4307, 29.356, 0, 0, 17.9222, -38.8243, 0.060951, 1.625, 25.3529, -9.4683
0.26, -0.0020098, -0.10956, 0.00084083, 0.17803, 0.048896, 0.10547, -0.48538, 0.48538, 7.4668, 29.3535, 0, 0, 17.906, -38.6994, 0.060968, 1.625, 25.3728, -9.3459
0.27, -0.0036023, -0.10959, 0.0065135, 0.17808, 0.045855, 0.10547, -0.48506, 0.48506, 7.6125, 29.3163, 0, 0, 17.9412, -38.9672, 0.060988, 1.625, 25.5537, -9.6509
0.28, -0.0014286, -0.10961, 0.0025776, 0.17809, 0.043521, 0.1043, -0.48434, 0.48434, 7.6156, 29.2843, 0, 0, 17.917, -38.8085, 0.060999, 1.625, 25.5325, -9.5242
0.29, -0.00026729, -0.10963, -0.0013976, 0.17813, 0.040796, 0.10404, -0.48423, 0.48423, 7.723, 29.2653, 0, 0, 17.9442, -38.9925, 0.061008, 1.625, 25.6673, -9.7272
0.3, 0.00096436, -0.10963, -0.0061157, 0.1781, 0.038637, 0.1029, -0.48333, 0.48333, 7.7196, 29.2325, 0, 0, 17.9064, -38.6827, 0.061014, 1.625, 25.626, -9.4503
0.31, -0.00030204, -0.10964, -0.0044319, 0.17811, 0.03654, 0.10178, -0.48271, 0.48271, 7.7197, 29.1905, 0, 0, 17.9251, -38.7555, 0.061028, 1.625, 25.6447, -9.565
0.32, 0.0067673, -0.10961, -0.024224, 0.17797, 0.0342, 0.10125, -0.48307, 0.48307, 7.7777, 29.244, 0, 0, 17.8578, -38.2684, 0.061034, 1.625, 25.6355, -9.0244
0.33, 0.0041735, -0.10956, -0.017227, 0.17775, 0.032747, 0.099134, -0.48317, 0.48317, 7.6573, 29.2446, 0, 0, 17.8617, -38.3254, 0.061033, 1.625, 25.519, -9.0809
0.34, 0.0017124, -0.10953, -0.0070536, 0.17764, 0.030574, 0.098532, -0.48309, 0.48309, 7.7083, 29.2216, 0, 0, 17.8882, -38.573, 0.061038, 1.625, 25.5965, -9.3514
0.35, 0.0027809, -0.1095, -0.0090777, 0.17753, 0.028677, 0.097546, -0.48306, 0.48306, 7.7086, 29.2248, 0, 0, 17.8715, -38.4884, 0.061034, 1.625, 25.5802, -9.2637
0.36, 0.0048454, -0.10947, -0.017012, 0.17744, 0.025796, 0.098571, -0.4835, 0.4835, 7.9365, 29.2595, 0, 0, 17.854, -38.3572, 0.06103, 1.625, 25.7905, -9.0978
0.37, 0.0091306, -0.10941, -0.028853, 0.17723, 0.023914, 0.097835, -0.48325, 0.48325, 7.9564, 29.2674, 0, 0, 17.8005, -37.9959, 0.06102, 1.6251, 25.7569, -8.7285
0.38, 0.012343, -0.10931, -0.039967, 0.17692, 0.022823, 0.095722, -0.48256, 0.48256, 7.8174, 29.236, 0, 0, 17.7744, -37.813, 0.061005, 1.6251, 25.5918, -8.577
0.39, 0.011941, -0.10918, -0.036633, 0.17651, 0.021335, 0.094481, -0.483, 0.483, 7.7758, 29.268, 0, 0, 17.7432, -37.6792, 0.060981, 1.6251, 25.519, -8.4113
0.4, 0.0086649, -0.10908, -0.027303, 0.17619, 0.01939, 0.094225, -0.4833, 0.4833, 7.8474, 29.2699, 0, 0, 17.7606, -37.873, 0.060958, 1.6251, 25.608, -8.6031
0.41, 0.011177, -0.10898, -0.035699, 0.17589, 0.017641, 0.093716, -0.48306, 0.48306, 7.8829, 29.2723, 0, 0, 17.718, -37.5906, 0.060941, 1.6251, 25.6009, -8.3183
0.42, 0.0042114, -0.10889, -0.015712, 0.17559, 0.017311, 0.090625, -0.48289, 0.48289, 7.6231, 29.2441, 0, 0, 17.7453, -37.8213, 0.060929, 1.6252, 25.3684, -8.5773
0.43, 0.00021893, -0.10887, -0.0041488, 0.17548, 0.016036, 0.08943, -0.48234, 0.48234, 7.5797, 29.1814, 0, 0, 17.8007, -38.2398, 0.060932, 1.6252, 25.3804, -9.0584
0.44, 0.0011218, -0.10885, -0.0070482, 0.17542, 0.014968, 0.08795, -0.48253, 0.48253, 7.4955, 29.2055, 0, 0, 17.7758, -38.0444, 0.060937, 1.6252, 25.2713, -8.8389
0.45, 0.0021478, -0.10883, -0.011009, 0.17529, 0.01257, 0.089099, -0.48263, 0.48263, 7.7123, 29.2164, 0, 0, 17.7653, -37.9564, 0.06094, 1.6252, 25.4776, -8.74
0.46, -0.0011784, -0.10881, -0.0018688, 0.17521, 0.010507, 0.089717, -0.48335, 0.48335, 7.8675, 29.2445, 0, 0, 17.7932, -38.1665, 0.060949, 1.6252, 25.6607, -8.922
